year,race_name,driverRef,lap,milliseconds,rolling_avg_ms
2016,Monaco Grand Prix,vettel,9,116405,119670.0
2016,Monaco Grand Prix,vettel,10,106582,112250.0
2016,Monaco Grand Prix,vettel,11,99849,107612.0
2016,Monaco Grand Prix,vettel,12,99864,102098.333333333
2016,Monaco Grand Prix,vettel,13,115825,105179.333333333
2016,Monaco Grand Prix,vettel,14,99663,105117.333333333
2016,Monaco Grand Prix,vettel,15,98014,104500.666666667
2016,Monaco Grand Prix,vettel,16,98834,98837.0
2016,Monaco Grand Prix,vettel,17,98061,98303.0
2016,Monaco Grand Prix,vettel,18,98100,98331.6666666667
2016,Monaco Grand Prix,vettel,19,97524,97895.0
2016,Monaco Grand Prix,vettel,20,97237,97620.3333333333
2016,Monaco Grand Prix,vettel,21,95572,96777.6666666667
2016,Monaco Grand Prix,vettel,22,95529,96112.6666666667
2016,Monaco Grand Prix,vettel,23,93221,94774.0
2016,Monaco Grand Prix,vettel,24,92749,93833.0
2016,Monaco Grand Prix,vettel,25,92026,92665.3333333333
2016,Monaco Grand Prix,vettel,26,91236,92003.6666666667
2016,Monaco Grand Prix,vettel,27,91425,91562.3333333333
2016,Monaco Grand Prix,vettel,28,91176,91279.0
2016,Monaco Grand Prix,vettel,29,91637,91412.6666666667
2016,Monaco Grand Prix,vettel,30,91551,91454.6666666667
2016,Monaco Grand Prix,vettel,31,108061,97083.0
2016,Monaco Grand Prix,vettel,32,94899,98170.3333333333
2016,Monaco Grand Prix,vettel,33,87085,96681.6666666667
2016,Monaco Grand Prix,vettel,34,85164,89049.3333333333
2016,Monaco Grand Prix,vettel,35,98590,90279.6666666667
2016,Monaco Grand Prix,vettel,36,114700,99484.6666666667
2016,Monaco Grand Prix,vettel,37,91502,101597.333333333
2016,Monaco Grand Prix,vettel,38,85556,97252.6666666667
2016,Monaco Grand Prix,vettel,39,83410,86822.6666666667
2016,Monaco Grand Prix,vettel,40,81726,83564.0
2016,Monaco Grand Prix,vettel,41,81454,82196.6666666667
2016,Monaco Grand Prix,vettel,42,81424,81534.6666666667
2016,Monaco Grand Prix,vettel,43,81084,81320.6666666667
2016,Monaco Grand Prix,vettel,44,81594,81367.3333333333
2016,Monaco Grand Prix,vettel,45,80381,81019.6666666667
2016,Monaco Grand Prix,vettel,46,80162,80712.3333333333
2016,Monaco Grand Prix,vettel,47,80202,80248.3333333333
2016,Monaco Grand Prix,vettel,48,79619,79994.3333333333
2016,Monaco Grand Prix,vettel,49,79327,79716.0
2016,Monaco Grand Prix,vettel,50,90585,83177.0
2016,Monaco Grand Prix,vettel,51,92994,87635.3333333333
2016,Monaco Grand Prix,vettel,52,80251,87943.3333333333
2016,Monaco Grand Prix,vettel,53,78997,84080.6666666667
2016,Monaco Grand Prix,vettel,54,79741,79663.0
2016,Monaco Grand Prix,vettel,55,78670,79136.0
2016,Monaco Grand Prix,vettel,56,78682,79031.0
2016,Monaco Grand Prix,vettel,57,78987,78779.6666666667
2016,Monaco Grand Prix,vettel,58,78788,78819.0
2016,Monaco Grand Prix,vettel,59,81484,79753.0
2016,Monaco Grand Prix,vettel,60,78423,79565.0
2016,Monaco Grand Prix,vettel,61,78385,79430.6666666667
2016,Monaco Grand Prix,vettel,62,78005,78271.0
2016,Monaco Grand Prix,vettel,63,78746,78378.6666666667
2016,Monaco Grand Prix,vettel,64,78341,78364.0
2016,Monaco Grand Prix,vettel,65,81138,79408.3333333333
2016,Monaco Grand Prix,vettel,66,78394,79291.0
2016,Monaco Grand Prix,vettel,67,78218,79250.0
2016,Monaco Grand Prix,vettel,68,91322,82644.6666666667
2016,Monaco Grand Prix,vettel,69,81350,83630.0
2016,Monaco Grand Prix,vettel,70,78610,83760.6666666667
2016,Monaco Grand Prix,vettel,71,78469,79476.3333333333
2016,Monaco Grand Prix,vettel,72,78792,78623.6666666667
2016,Monaco Grand Prix,vettel,73,78996,78752.3333333333
2016,Monaco Grand Prix,vettel,74,78712,78833.3333333333
2016,Monaco Grand Prix,vettel,75,79243,78983.6666666667
2016,Monaco Grand Prix,vettel,76,79248,79067.6666666667
2016,Monaco Grand Prix,vettel,77,79938,79476.3333333333
2016,Monaco Grand Prix,vettel,78,82132,80439.3333333333
2016,Monaco Grand Prix,wehrlein,1,191506,191506.0
2016,Monaco Grand Prix,wehrlein,2,113665,152585.5
2016,Monaco Grand Prix,wehrlein,3,127129,144100.0
2016,Monaco Grand Prix,wehrlein,4,127380,122724.666666667
2016,Monaco Grand Prix,wehrlein,5,128304,127604.333333333
2016,Monaco Grand Prix,wehrlein,6,129210,128298.0
2016,Monaco Grand Prix,wehrlein,7,123406,126973.333333333
2016,Monaco Grand Prix,wehrlein,8,119992,124202.666666667
2016,Monaco Grand Prix,wehrlein,9,113638,119012.0
2016,Monaco Grand Prix,wehrlein,10,107954,113861.333333333
2016,Monaco Grand Prix,wehrlein,11,104840,108810.666666667
2016,Monaco Grand Prix,wehrlein,12,102314,105036.0
2016,Monaco Grand Prix,wehrlein,13,100985,102713.0
2016,Monaco Grand Prix,wehrlein,14,100387,101228.666666667
2016,Monaco Grand Prix,wehrlein,15,99564,100312.0
2016,Monaco Grand Prix,wehrlein,16,99091,99680.6666666667
2016,Monaco Grand Prix,wehrlein,17,101865,100173.333333333
2016,Monaco Grand Prix,wehrlein,18,99039,99998.3333333333
2016,Monaco Grand Prix,wehrlein,19,101146,100683.333333333
2016,Monaco Grand Prix,wehrlein,20,98658,99614.3333333333
2016,Monaco Grand Prix,wehrlein,21,98951,99585.0
2016,Monaco Grand Prix,wehrlein,22,97898,98502.3333333333
2016,Monaco Grand Prix,wehrlein,23,97509,98119.3333333333
2016,Monaco Grand Prix,wehrlein,24,96253,97220.0
2016,Monaco Grand Prix,wehrlein,25,96731,96831.0
2016,Monaco Grand Prix,wehrlein,26,94744,95909.3333333333
2016,Monaco Grand Prix,wehrlein,27,94803,95426.0
2016,Monaco Grand Prix,wehrlein,28,94015,94520.6666666667
2016,Monaco Grand Prix,wehrlein,29,93903,94240.3333333333
2016,Monaco Grand Prix,wehrlein,30,93794,93904.0
2016,Monaco Grand Prix,wehrlein,31,111705,99800.6666666667
2016,Monaco Grand Prix,wehrlein,32,101233,102244.0
2016,Monaco Grand Prix,wehrlein,33,92483,101807.0
2016,Monaco Grand Prix,wehrlein,34,100641,98119.0
2016,Monaco Grand Prix,wehrlein,35,115328,102817.333333333
2016,Monaco Grand Prix,wehrlein,36,96339,104102.666666667
2016,Monaco Grand Prix,wehrlein,37,89911,100526.0
2016,Monaco Grand Prix,wehrlein,38,88804,91684.6666666667
2016,Monaco Grand Prix,wehrlein,39,86146,88287.0
2016,Monaco Grand Prix,wehrlein,40,85242,86730.6666666667
2016,Monaco Grand Prix,wehrlein,41,85632,85673.3333333333
2016,Monaco Grand Prix,wehrlein,42,91131,87335.0
2016,Monaco Grand Prix,wehrlein,43,86536,87766.3333333333
2016,Monaco Grand Prix,wehrlein,44,84321,87329.3333333333
2016,Monaco Grand Prix,wehrlein,45,83610,84822.3333333333
2016,Monaco Grand Prix,wehrlein,46,82771,83567.3333333333
2016,Monaco Grand Prix,wehrlein,47,82776,83052.3333333333
2016,Monaco Grand Prix,wehrlein,48,82939,82828.6666666667
2016,Monaco Grand Prix,wehrlein,49,103568,89761.0
2016,Monaco Grand Prix,wehrlein,50,85252,90586.3333333333
2016,Monaco Grand Prix,wehrlein,51,83575,90798.3333333333
2016,Monaco Grand Prix,wehrlein,52,84412,84413.0
2016,Monaco Grand Prix,wehrlein,53,82215,83400.6666666667
2016,Monaco Grand Prix,wehrlein,54,84217,83614.6666666667
2016,Monaco Grand Prix,wehrlein,55,82818,83083.3333333333
2016,Monaco Grand Prix,wehrlein,56,82204,83079.6666666667
2016,Monaco Grand Prix,wehrlein,57,84778,83266.6666666667
2016,Monaco Grand Prix,wehrlein,58,81597,82859.6666666667
2016,Monaco Grand Prix,wehrlein,59,80824,82399.6666666667
2016,Monaco Grand Prix,wehrlein,60,80372,80931.0
2016,Monaco Grand Prix,wehrlein,61,80895,80697.0
2016,Monaco Grand Prix,wehrlein,62,80633,80633.3333333333
2016,Monaco Grand Prix,wehrlein,63,80687,80738.3333333333
2016,Monaco Grand Prix,wehrlein,64,80783,80701.0
2016,Monaco Grand Prix,wehrlein,65,80507,80659.0
2016,Monaco Grand Prix,wehrlein,66,94805,85365.0
2016,Monaco Grand Prix,wehrlein,67,81373,85561.6666666667
2016,Monaco Grand Prix,wehrlein,68,80684,85620.6666666667
2016,Monaco Grand Prix,wehrlein,69,81305,81120.6666666667
2016,Monaco Grand Prix,wehrlein,70,80779,80922.6666666667
2016,Monaco Grand Prix,wehrlein,71,80553,80879.0
2016,Monaco Grand Prix,wehrlein,72,80691,80674.3333333333
2016,Monaco Grand Prix,wehrlein,73,81058,80767.3333333333
2016,Monaco Grand Prix,wehrlein,74,82030,81259.6666666667
2016,Monaco Grand Prix,wehrlein,75,86615,83234.3333333333
2016,Monaco Grand Prix,wehrlein,76,99352,89332.3333333333
